"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000186260",378.016222420558,0.228410605958946,0.0997091147586678,2.29076957018205,0.0219767444787837,0.0405424033206052,"MKL2","57496","MKL1/myocardin like 2"
"ENSG00000102081",424.746674056029,0.216409265176517,0.0944853713456614,2.29039968933195,0.0219981575304173,0.0405741057533157,"FMR1","2332","fragile X mental retardation 1"
"ENSG00000144120",67.561305116185,-0.514638774740296,0.224696036575263,-2.29037762563255,0.0219994354101469,0.0405741057533157,"TMEM177","80775","transmembrane protein 177"
"ENSG00000086504",955.575343558806,-0.151395727075855,0.0661051220517421,-2.29022687466418,0.0220081682945117,0.0405851331737378,"MRPL28","10573","mitochondrial ribosomal protein L28"
"ENSG00000167483",6.36527479082709,1.80708630697718,0.789475463038076,2.28897083137089,0.0220810472038716,0.0407144343413811,"FAM129C","199786","family with sequence similarity 129 member C"
"ENSG00000101161",1456.11800366424,-0.126049081122426,0.0550708683026667,-2.28885225541873,0.0220879381219553,0.0407220455393266,"PRPF6","24148","pre-mRNA processing factor 6"
"ENSG00000165698",48.9491657939527,-0.608735964010124,0.266131550811629,-2.28734985443719,0.0221754107208367,0.0408781992750083,"SPACA9","11092","sperm acrosome associated 9"
"ENSG00000168813",369.455073749942,-0.219287938598885,0.0958876678637909,-2.28692535217756,0.0222001805612238,0.0409187420099195,"ZNF507","22847","zinc finger protein 507"
"ENSG00000164292",3276.56628373091,0.110348185606752,0.0482707527638884,2.28602578763397,0.0222527499679735,0.0410105075688374,"RHOBTB3","22836","Rho related BTB domain containing 3"
"ENSG00000169740",193.919814624069,0.320002797002598,0.140021138452108,2.28538919580381,0.0222900169610596,0.0410740522595769,"ZNF32","7580","zinc finger protein 32"
"ENSG00000141741",327.402357363772,0.256329101767836,0.112165352495284,2.28527879657503,0.0222964854081361,0.0410808353475571,"MIEN1","84299","migration and invasion enhancer 1"
"ENSG00000198108",66.2032727984236,-0.502435431655441,0.219889970631698,-2.28494019173338,0.02231633492636,0.0411122680180867,"CHSY3","337876","chondroitin sulfate synthase 3"
"ENSG00000269343",150.747270180157,0.350649888128382,0.153491857774027,2.28448526986111,0.0223430273094589,0.0411562975236602,"ZNF587B","100293516","zinc finger protein 587B"
"ENSG00000124160",588.116765299581,-0.187212624135594,0.0819640424141572,-2.28408236857846,0.0223666905773602,0.0411947370318839,"NCOA5","57727","nuclear receptor coactivator 5"
"ENSG00000125409",1.37198404329732,-4.00076834120367,1.75166214313785,-2.28398401876567,0.0223724701831358,0.0412002331074667,"TEKT3","64518","tektin 3"
"ENSG00000152582",18.9737948077834,-0.967402817947271,0.423627899018048,-2.28361451214538,0.0223941961415526,0.041235090296627,"SPEF2","79925","sperm flagellar 2"
"ENSG00000101811",269.879429378612,-0.260320956829869,0.113998404957612,-2.28354911567985,0.0223980431811269,0.0412370219117361,"CSTF2","1478","cleavage stimulation factor subunit 2"
"ENSG00000117791",19.8221628340454,-0.931205699194715,0.407868484491545,-2.28310284957557,0.0224243107572432,0.0412802263227892,"MARC2","54996","mitochondrial amidoxime reducing component 2"
"ENSG00000169612",124.100159103241,0.375789102421672,0.164731740443994,2.28121855210674,0.0225355174840137,0.041479762292918,"FAM103A1","83640","family with sequence similarity 103 member A1"
"ENSG00000141664",105.418404114748,-0.399410598012567,0.175095031200642,-2.28110755213197,0.0225420833616855,0.0414866664066585,"ZCCHC2","54877","zinc finger CCHC-type containing 2"
"ENSG00000107338",274.687227940734,0.258744602121006,0.11344484294153,2.28079651231361,0.0225604908676623,0.0415153595214893,"SHB","6461","SH2 domain containing adaptor protein B"
"ENSG00000185507",58.5964272638929,0.562897121477141,0.246806911770284,2.28071862914868,0.0225651020805348,0.0415186609816383,"IRF7","3665","interferon regulatory factor 7"
"ENSG00000087995",230.380686422433,-0.277081593227862,0.12150168935813,-2.28047523200403,0.0225795181270462,0.0415399997698673,"METTL2A","339175","methyltransferase like 2A"
"ENSG00000182606",1220.52619256785,-0.140940379218037,0.0618133172321797,-2.28009732415177,0.0226019169028592,0.0415760173882101,"TRAK1","22906","trafficking kinesin protein 1"
"ENSG00000106868",223.524462885675,0.281294602182305,0.123376159780346,2.27997534274945,0.0226091509192705,0.0415841340631735,"SUSD1","64420","sushi domain containing 1"
"ENSG00000001036",1080.37381595994,0.148290297527303,0.065053864648589,2.27950020076969,0.0226373480491932,0.0416308005426766,"FUCA2","2519","alpha-L-fucosidase 2"
"ENSG00000197774",165.269719399678,0.33717964614688,0.147927616457775,2.2793556350117,0.0226459333137598,0.0416413930353328,"EME2","197342","essential meiotic structure-specific endonuclease subunit 2"
"ENSG00000069812",3.15810817128513,2.95480900476142,1.29737240621716,2.27753341338357,0.0227543916620732,0.0418356068258027,"HES2","54626","hes family bHLH transcription factor 2"
"ENSG00000274180",234.338899904166,-0.267749953151673,0.117637008672375,-2.2760690379111,0.0228418778774613,0.0419912181811181,"NATD1","256302","N-acetyltransferase domain containing 1"
"ENSG00000140854",392.261281819834,0.23050706636096,0.101286882646819,2.27578399430776,0.0228589411793821,0.0420161259514137,"KATNB1","10300","katanin regulatory subunit B1"
"ENSG00000114541",5.65597082223464,-1.83874594454099,0.807974510402019,-2.27574746587747,0.0228611286473325,0.0420161259514137,"FRMD4B","23150","FERM domain containing 4B"
"ENSG00000143190",122.171486880045,0.383887374861884,0.16874540145634,2.27495014115219,0.0229089209550182,0.0420987128472641,"POU2F1","5451","POU class 2 homeobox 1"
"ENSG00000188986",1162.8910443226,0.14148760321552,0.0621952464047706,2.27489416626328,0.0229122793944894,0.0420996351721712,"NELFB","25920","negative elongation factor complex member B"
"ENSG00000177990",30.8985555414058,0.762970995748562,0.335493283194666,2.27417666453208,0.0229553667000594,0.0421735470488003,"DPY19L2","283417","dpy-19 like 2"
"ENSG00000136997",883.376197235929,0.157441745211362,0.0692865192393827,2.27232868586464,0.0230666654566222,0.0423727428019068,"MYC","4609","MYC proto-oncogene, bHLH transcription factor"
"ENSG00000171763",179.643694877527,0.317497563805632,0.139773594527795,2.27151319158853,0.0231159293186217,0.0424579469463916,"SPATA5L1","79029","spermatogenesis associated 5 like 1"
"ENSG00000068394",261.937025547803,-0.258698091103088,0.113924601017134,-2.27078338474217,0.0231600942634649,0.0425337656392456,"GPKOW","27238","G-patch domain and KOW motifs"
"ENSG00000160284",169.886222521917,0.336845234836907,0.148370322140075,2.27030062332071,0.0231893492714406,0.0425821865888975,"SPATC1L","84221","spermatogenesis and centriole associated 1 like"
"ENSG00000165185",22.476822640395,-0.892497509124151,0.393200907929085,-2.26982565687543,0.0232181632177385,0.042629785661272,"KIAA1958","158405","KIAA1958"
"ENSG00000198055",670.992519080684,-0.174966308553148,0.0771300753839311,-2.26845763707888,0.0233013282216362,0.0427771518847127,"GRK6","2870","G protein-coupled receptor kinase 6"
"ENSG00000124523",80.9468260733817,-0.450243015715507,0.19854360017245,-2.26772867684699,0.0233457488797342,0.042853362434864,"SIRT5","23408","sirtuin 5"
"ENSG00000165406",503.906804491205,0.19746304165976,0.0870936311091339,2.26725007494895,0.0233749534085379,0.0429016268163177,"MARCH8","220972","membrane associated ring-CH-type finger 8"
"ENSG00000133243",1420.62750045962,-0.13141475194128,0.0579699079191028,-2.26694774338214,0.0233934181722115,0.0429301702181612,"BTBD2","55643","BTB domain containing 2"
"ENSG00000144233",693.509926017151,0.178264701544178,0.0786528129340722,2.26647585628757,0.023422263765756,0.0429731765923305,"AMMECR1L","83607","AMMECR1 like"
"ENSG00000162722",43.2179976297852,-0.622308150795235,0.274571661069615,-2.26646897342204,0.0234226847310484,0.0429731765923305,"TRIM58","25893","tripartite motif containing 58"
"ENSG00000167491",1854.93799217125,0.134048232265659,0.0591791672596701,2.26512535530407,0.0235049880887844,0.0431158612586853,"GATAD2A","54815","GATA zinc finger domain containing 2A"
"ENSG00000103534",1.43671654542654,3.87343055866879,1.71004545007698,2.26510386521856,0.023506306501122,0.0431158612586853,"TMC5","79838","transmembrane channel like 5"
"ENSG00000174460",6.94112666386561,1.68847425076418,0.745458567204304,2.26501421413194,0.0235118072692539,0.0431205843123773,"ZCCHC12","170261","zinc finger CCHC-type containing 12"
"ENSG00000165512",156.154031249946,-0.325987880591016,0.143942992716692,-2.26470128513046,0.0235310165720754,0.0431504444742127,"ZNF22","7570","zinc finger protein 22"
"ENSG00000184207",302.383573728637,-0.25827500621757,0.114087842587441,-2.26382584121195,0.0235848284988867,0.0432437425250799,"PGP","283871","phosphoglycolate phosphatase"
"ENSG00000115252",8.88631272297978,1.48177068534469,0.65464005924886,2.2634891715073,0.0236055513779486,0.0432763547963934,"PDE1A","5136","phosphodiesterase 1A"
"ENSG00000240891",7.60291405605076,-1.57485303091263,0.695902920669312,-2.26303552426243,0.0236334995097709,0.0433222034546024,"PLCXD2","257068","phosphatidylinositol specific phospholipase C X domain containing 2"
"ENSG00000117151",320.282197113451,0.244584875209986,0.108083414040637,2.26292699375713,0.0236401900715824,0.0433290786313869,"CTBS","1486","chitobiase"
"ENSG00000172273",165.06296993604,0.332229402966454,0.146822550745611,2.26279547167168,0.0236483001939681,0.0433385536258023,"HINFP","25988","histone H4 transcription factor"
"ENSG00000196544",83.4818807749617,0.454606854079839,0.200949515843759,2.26229385112479,0.023679254077514,0.0433898851913964,"BORCS6","54785","BLOC-1 related complex subunit 6"
"ENSG00000170270",101.032511218758,0.406502957243154,0.179727755160879,2.26177062568485,0.0237115786013237,0.0434429641166102,"GON7","84520","GON7, KEOPS complex subunit"
"ENSG00000148057",8.12971740676793,-1.45692868570367,0.644165731378814,-2.26172957475581,0.0237141163195908,0.0434429641166102,"IDNK","414328","IDNK, gluconokinase"
"ENSG00000162777",6.84585454434373,-1.69372886302833,0.74924450541415,-2.26058229428338,0.0237851351747224,0.0435676512807679,"DENND2D","79961","DENN domain containing 2D"
"ENSG00000174348",194.067622282129,0.316798332704292,0.140146743747609,2.26047587145382,0.0237917322928042,0.0435743196882502,"PODN","127435","podocan"
"ENSG00000143303",116.804413402578,0.404522058109988,0.179069784813147,2.25901906640526,0.0238821988901738,0.0437345734646349,"RRNAD1","51093","ribosomal RNA adenine dimethylase domain containing 1"
"ENSG00000036054",1168.84815967428,0.137488385855293,0.0608715074216981,2.25866569892573,0.0239041876795087,0.0437694021643184,"TBC1D23","55773","TBC1 domain family member 23"
"ENSG00000128739",235.995459415886,0.28291668907003,0.125272731787173,2.25840599972451,0.0239203590206532,0.0437935715834021,"SNRPN","6638","small nuclear ribonucleoprotein polypeptide N"
"ENSG00000150907",6.7521192613892,1.66637478561243,0.738927370310417,2.25512662348994,0.0241253819656548,0.0441634429772476,"FOXO1","2308","forkhead box O1"
"ENSG00000017260",2290.4478548462,0.119971256399055,0.0532042344923863,2.254919322563,0.0241383932348241,0.0441817734096917,"ATP2C1","27032","ATPase secretory pathway Ca2+ transporting 1"
"ENSG00000132881",73.6352610940121,0.471339491040147,0.209132003058462,2.25378939687383,0.024209420173473,0.0443062752411083,"RSG1","79363","REM2 and RAB like small GTPase 1"
"ENSG00000150782",5.76661882756962,-1.83148438959404,0.812724243627331,-2.25351268152135,0.0242268420471844,0.0443326543445995,"IL18","3606","interleukin 18"
"ENSG00000102934",18.5088455933875,-0.973030276678392,0.431831031148601,-2.2532662233427,0.0242423680926132,0.0443555581562921,"PLLP","51090","plasmolipin"
"ENSG00000150527",33.0572465881312,0.712434466249184,0.316431980063378,2.25146164463684,0.0243563135618623,0.0445585090956711,"MIA2","4253","melanoma inhibitory activity 2"
"ENSG00000155367",6.40399624194767,-1.65902361556154,0.736917450705395,-2.25130184388154,0.0243664261048397,0.0445714767200108,"PPM1J","333926","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"ENSG00000153815",613.901997904585,-0.180745659233844,0.080352322654617,-2.24941424544445,0.0244861531128555,0.0447849248668732,"CMIP","80790","c-Maf inducing protein"
"ENSG00000172575",13.7265525944913,-1.08804353008002,0.483743791161102,-2.24921446013489,0.0244988549223478,0.0448025963327413,"RASGRP1","10125","RAS guanyl releasing protein 1"
"ENSG00000186141",696.080342032289,-0.166840058881778,0.0741938013464368,-2.24870617024654,0.0245311963621057,0.0448541853716196,"POLR3C","10623","RNA polymerase III subunit C"
"ENSG00000147174",14.5603369556034,1.13211631319559,0.503459184537832,2.24867545963007,0.0245331515999882,0.0448541853716196,"GCNA","93953","germ cell nuclear acidic peptidase"
"ENSG00000137135",20.1452934975061,-0.926437552322512,0.412028654700199,-2.24847845351098,0.0245456975045016,0.0448715566635258,"ARHGEF39","84904","Rho guanine nucleotide exchange factor 39"
"ENSG00000166831",55.5966076132292,-0.535652488642321,0.238254003723749,-2.24824128984376,0.0245608081286494,0.044893611583782,"RBPMS2","348093","RNA binding protein with multiple splicing 2"
"ENSG00000168301",71.0848363249022,-0.483235069367445,0.214946739646644,-2.24816189425272,0.0245658685324741,0.0448972929602683,"KCTD6","200845","potassium channel tetramerization domain containing 6"
"ENSG00000171824",817.373897377406,-0.16405279026222,0.0729852579114742,-2.24775242229334,0.0245919812226199,0.0449394444214472,"EXOSC10","5394","exosome component 10"
"ENSG00000087157",400.156919646243,0.21221278207684,0.0944483711818483,2.24686545063071,0.024648627319517,0.045037375332884,"PGS1","9489","phosphatidylglycerophosphate synthase 1"
"ENSG00000174151",351.189012399263,0.234345867175282,0.104330160582474,2.24619482867594,0.0246915313366707,0.0451101758819702,"CYB561D1","284613","cytochrome b561 family member D1"
"ENSG00000049540",1329.24933465311,-0.164394509680739,0.0731901968577851,-2.24612744245205,0.0246958460432767,0.0451124664087521,"ELN","2006","elastin"
"ENSG00000165115",35.9337248018647,0.683370586425562,0.304282771484693,2.24584054855022,0.0247142230284261,0.0451404410698903,"KIF27","55582","kinesin family member 27"
"ENSG00000176222",50.5926659673877,0.585444883873371,0.26072392524332,2.24545899777708,0.0247386816102715,0.0451795154364538,"ZNF404","342908","zinc finger protein 404"
"ENSG00000156509",5.18717637644882,-1.90323607755728,0.84768830451415,-2.24520742756751,0.024754819503995,0.0452023871949864,"FBXO43","286151","F-box protein 43"
"ENSG00000184967",280.439147757059,-0.246211650049126,0.109662899547413,-2.24516815682661,0.024757339492328,0.0452023871949864,"NOC4L","79050","nucleolar complex associated 4 homolog"
"ENSG00000167523",88.625091202406,0.46448208461015,0.207004410443609,2.24382699680054,0.0248435346907499,0.0453541452090019,"SPATA33","124045","spermatogenesis associated 33"
"ENSG00000123684",974.418315682111,0.155800473406196,0.0694479421081502,2.24341382446682,0.0248701412342401,0.0453970945640613,"LPGAT1","9926","lysophosphatidylglycerol acyltransferase 1"
"ENSG00000182004",611.073333510922,-0.179342717518694,0.0799583957279162,-2.24295042297953,0.0249000116778913,0.0454459903540262,"SNRPE","6635","small nuclear ribonucleoprotein polypeptide E"
"ENSG00000111860",198.447463699066,0.292178247861556,0.130295495525777,2.24242784973141,0.0249337335474037,0.0455019025534468,"CEP85L","387119","centrosomal protein 85 like"
"ENSG00000182903",175.231468123144,0.307718984162737,0.137255550072602,2.24194201254498,0.0249651202906663,0.0455535400326655,"ZNF721","170960","zinc finger protein 721"
"ENSG00000124134",3.75875436954376,-2.37600856306608,1.06010246937082,-2.24130084752679,0.0250065941055302,0.0456235682009537,"KCNS1","3787","potassium voltage-gated channel modifier subfamily S member 1"
"ENSG00000127483",2910.89735775808,0.114218238017882,0.0509866310269013,2.24016052281664,0.0250805035187594,0.0457527492089957,"HP1BP3","50809","heterochromatin protein 1 binding protein 3"
"ENSG00000156983",420.532091512283,0.228400613705544,0.101983321180214,2.2395879155763,0.0251176879619709,0.0458149115326148,"BRPF1","7862","bromodomain and PHD finger containing 1"
"ENSG00000096654",119.948417572381,0.382924366577797,0.17106032220377,2.23853411267196,0.0251862454362754,0.045934276109371,"ZNF184","7738","zinc finger protein 184"
"ENSG00000159685",143.051098169396,-0.359724715871581,0.160732901663587,-2.23802788444946,0.0252192367852934,0.0459887542367798,"CHCHD6","84303","coiled-coil-helix-coiled-coil-helix domain containing 6"
